"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Eswatini","SWZ","Land area (sq. km)","AG.LND.TOTL.K2","","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","","",
"Sint Maarten (Dutch part)","SXM","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","34","34","34","34","34","34","34","34","34","34","","",
"Seychelles","SYC","Land area (sq. km)","AG.LND.TOTL.K2","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","","",
"Syrian Arab Republic","SYR","Land area (sq. km)","AG.LND.TOTL.K2","","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183590","183570","183570","183630","183640","183640","183640","183630","183630","183630","183630","183630","183630","183630","183630","183630","183630","183630","183630","183630","183630","","",
"Turks and Caicos Islands","TCA","Land area (sq. km)","AG.LND.TOTL.K2","","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","","",
"Chad","TCD","Land area (sq. km)","AG.LND.TOTL.K2","","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1259600","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Land area (sq. km)","AG.LND.TOTL.K2","","15801898.742","15801898.742","15801898.742","15801898.742","15801898.742","15801898.742","15801898.742","15801898.742","15801898.742","15801898.742","15801898.742","15801898.742","15801868.742","15801828.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15801808.742","15803148.742","15803148.742","15803148.742","15803148.742","15803138.742","15803128.742","15803128.742","15803128.742","15803128.742","15854637.742","15854661.942","15854121.168","15860887.758","15860525.519","15863231.891","15866314.493","15866126.893","15866156.887","15866117.134","15866436.418","15866415.947","15866448.947","15865930.383","15866293.921","15866308.4","15866011.4","15865947.4","15865923","15865926","15866144.803","15881181.47","15881181.259","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Land area (sq. km)","AG.LND.TOTL.K2","","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1444290","1443300","1443300","1443410","22889015","22885289","22880465","22877475","22877141","22877832","22880311","22887140","22890540","22889581","22888400","22888479","22888854","22888926","22986195","22985978","22985070","22985119","22985054","22985051","22984881","22984900","22983795","22988615","22988623","22988632","22988690.3","22988583.9","22985330.6","22985363","22985312","","","",
"Togo","TGO","Land area (sq. km)","AG.LND.TOTL.K2","","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","","",
"Thailand","THA","Land area (sq. km)","AG.LND.TOTL.K2","","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","","",
"Tajikistan","TJK","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","138786","138790","138790","138790","138790","138790","138790","138790","138790","138790","","",
"Turkmenistan","TKM","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Land area (sq. km)","AG.LND.TOTL.K2","","19947129.61","19947129.61","19947129.61","19947129.61","19947129.61","19947129.61","19947129.61","19947129.61","19947129.61","19947129.61","19947129.61","19947129.61","19947129.61","19947129.61","19947269.61","19947139.61","19947139.61","19947139.61","19947139.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19947049.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918569.61","19918349.61","19918349.61","19918349.61","19918349.61","19918409.61","19918297.63","19918297.63","19918297.63","19917009.672","","","",
"Timor-Leste","TLS","Land area (sq. km)","AG.LND.TOTL.K2","","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Land area (sq. km)","AG.LND.TOTL.K2","","10061070","10061070","10061070","10061070","10061070","10061070","10061070","10061070","10061070","10061070","10061070","10061070","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10061030","10060840","10060820","10060820","10060880","10060890","10060890","10058380","10058370","10058370","10058370","10058178","10058178","10058179","10058179","10051919","10051919","10051933","10051933","10051933","10053482.709","","","",
"Tonga","TON","Land area (sq. km)","AG.LND.TOTL.K2","","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","","",
"South Asia (IDA & IBRD)","TSA","Land area (sq. km)","AG.LND.TOTL.K2","","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3356093","3349170","3349170","3349170","3349170","3349170","3349170","3349520","3349520","3349520","3349520","3347837","3347837","3347837","3347837","3347837","3347837","3347837","3347837","3347837","3347837","3347837","3347020","3347047","3347047","3347014","3347014.47","3347010","3347010","3347010","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Land area (sq. km)","AG.LND.TOTL.K2","","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20141191","20140791","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","20140391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21241391","21389970.925","21390016.126","21390008.231","21390054.806","21390016.794","21390049.192","21390737.103","21390987.089","23890917.22","23890879.378","23890832.485","23890886.175","23890893.959","23890882.033","23890897.114","23890902.446","23890860.229","23890863.229","23890863.229","","","",
"Trinidad and Tobago","TTO","Land area (sq. km)","AG.LND.TOTL.K2","","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","","",
"Tunisia","TUN","Land area (sq. km)","AG.LND.TOTL.K2","","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","","",
"Turkiye","TUR","Land area (sq. km)","AG.LND.TOTL.K2","","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","","",
"Tuvalu","TUV","Land area (sq. km)","AG.LND.TOTL.K2","","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","","",
"Tanzania","TZA","Land area (sq. km)","AG.LND.TOTL.K2","","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","","",
"Uganda","UGA","Land area (sq. km)","AG.LND.TOTL.K2","","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","200520","200520","200520","200520","200520","200520","200520","200520","200520","200520","200520","200520","200520","200520","","",
"Ukraine","UKR","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579340","579340","579340","579380","579360","579330","579320","579320","579320","579320","579320","579320","579290","579290","579290","579300","579400","579400","579400","579400","579400","579400","","",
"Upper middle income","UMC","Land area (sq. km)","AG.LND.TOTL.K2","","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267266.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267136.352","39267316.352","43509901.352","43509945.352","43509921.352","43509891.352","43509867.352","43509858.352","43481217.352","43480826.352","43546658.352","43546647.552","43545625.778","43552903.368","43552690.129","43552775.501","43656718.103","43656486.503","43656481.497","43653412.744","43653238.028","43653597.557","43653382.557","43650792.663","43650631.531","43650720.01","43650676.01","43644138.01","43644216.91","43644093.53","43640978.033","43656074.1","43654745.931","","","",
"Uruguay","URY","Land area (sq. km)","AG.LND.TOTL.K2","","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","","",
"United States","USA","Land area (sq. km)","AG.LND.TOTL.K2","","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9161920","9161920","9161920","9161920","9161920","9161920","9161920","9161920","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","","",
"Uzbekistan","UZB","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","425400","425400","425400","425400","425400","425400","425400","425400","435965","435911","435911","435877","435853","435849","435850","435984","435967","435945","435892","435809","435800","435789","435789","440600","440591","440588","440587","440555","440650","440653","440652","440650","","",
"St. Vincent and the Grenadines","VCT","Land area (sq. km)","AG.LND.TOTL.K2","","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","","",
"Venezuela, RB","VEN","Land area (sq. km)","AG.LND.TOTL.K2","","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","","",
"British Virgin Islands","VGB","Land area (sq. km)","AG.LND.TOTL.K2","","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","","",
"Virgin Islands (U.S.)","VIR","Land area (sq. km)","AG.LND.TOTL.K2","","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","","",
"Viet Nam","VNM","Land area (sq. km)","AG.LND.TOTL.K2","","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","311060","311090","310550","310070","310070","312837","312795","312558","312792","312762","313294","313284","313457","313007.33","313371","313383","313387","313403","313429","313429","313429","313429","313429","313429","","",
"Vanuatu","VUT","Land area (sq. km)","AG.LND.TOTL.K2","","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","","",
"World","WLD","Land area (sq. km)","AG.LND.TOTL.K2","","104225870.079","104225850.079","104225860.079","104225860.079","104225850.079","104225840.079","104225830.079","104225820.079","104225820.079","104225810.079","104225800.079","104225700.079","104225630.079","104225160.079","104224650.079","104224440.079","104224310.079","104224310.079","104224270.789","104224000.789","104224080.789","104223860.789","104223820.789","104222330.869","104222230.949","104222331.029","104222231.109","104222221.189","104221231.269","104221231.349","104223141.429","125856203.509","127078827.589","127067070.669","127064120.749","127063665.533","127133005.316","127106973.098","127113760.879","127205656.12","127204476.099","127202279.104","127209405.472","127355946.935","127358689.284","127458477.366","127458249.716","127442369.3","127440810.247","127443187.443","127444197.359","129944210.592","129942438.446","129941818.932","129945451.842","129955249.556","129947963.65","129948830.16","129948645.999","129944725.454","129783069.277","129718826.154","","","",
"Samoa","WSM","Land area (sq. km)","AG.LND.TOTL.K2","","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2780","2780","2780","2780","2780","2780","2780","","",
"Kosovo","XKX","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Land area (sq. km)","AG.LND.TOTL.K2","","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","","",
"South Africa","ZAF","Land area (sq. km)","AG.LND.TOTL.K2","","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","","",
"Zambia","ZMB","Land area (sq. km)","AG.LND.TOTL.K2","","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","","",
"Zimbabwe","ZWE","Land area (sq. km)","AG.LND.TOTL.K2","","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","","",
